medal,beer_name,brewery,city,state,category,year,macro_category,state_area,region,state_name,state_division
Gold,Blind Date Ale,Four Peaks Brewing Co.,Tempe,AZ,Specialty,1998,other,113909,West,Arizona,Mountain
Bronze,Hallertau Rye,Watson Brothers Brewhouse,Cincinnati,OH,Specialty,1998,other,41222,North Central,Ohio,East North Central
Silver,Lobo Dorado Honey Ale,Wolf Canyon Brewing Co.,Santa Fe,NM,Specialty Honey Ales Or Lagers,1998,ale,121666,West,New Mexico,Mountain
Silver,Fall Fest Honey Rye Ale,Copper Tank Brewing Co.,Dallas,TX,Specialty Honey Ales Or Lagers,1998,ale,267339,South,Texas,West South Central
Gold,Prescott's Wee Heavy,Bitter End Brewery,Austin,TX,Strong Scotch Ale,1998,ale,267339,South,Texas,West South Central
Silver,Smoked Scotch Ale,Westwood Brewing Co.,Los Angeles,CA,Strong Scotch Ale,1998,ale,158693,West,California,Pacific
Bronze,Wee Heavy,Iron Hill Brewery & Restaurant,Newark,NJ,Strong Scotch Ale,1998,ale,7836,Northeast,New Jersey,Middle Atlantic
Gold,Samuel Adams Cream Stout,Sam Adams Brew House,Philadelphia,PA,Sweet Stout,1998,stout,45333,Northeast,Pennsylvania,Middle Atlantic
Silver,Eight-Ball Cream Stout,River Market Brewing Co.,Kansas City,MO,Sweet Stout,1998,stout,69686,North Central,Missouri,West North Central
Bronze,Grainbarrel Stout,Elk Grove Brewery and Restaurant,Elk Grove,CA,Sweet Stout,1998,stout,158693,West,California,Pacific
Gold,Wagner Valley Dockside Amber Lager,Wagner Brewing Co.,Lodi,NY,Vienna Style Lager,1998,lager,49576,Northeast,New York,Middle Atlantic
Silver,Rattlesnake Kate's Vienna Lager,Union Colony Brewery,Greeley,CO,Vienna Style Lager,1998,lager,104247,West,Colorado,Mountain
Bronze,Acadian Vienna Amber,Acadian Brewing Co.,New Orleans,LA,Vienna Style Lager,1998,lager,48523,South,Louisiana,West South Central
Gold,Chelsea Sunset Red Ale,Chelsea Brewery,New York,NY,American-Style Amber Ale,1997,ale,49576,Northeast,New York,Middle Atlantic
Silver,Tornado Ale,Pony Express Brewing Co.,Olathe,KS,American-Style Amber Ale,1997,ale,82264,North Central,Kansas,West North Central
Bronze,Angel Creek Amber Ale,Ruby Mountain Brewing Co. Inc,Wells,NV,American-Style Amber Ale,1997,ale,110540,West,Nevada,Mountain
Gold,Steamworks Steam,Steamworks Brewing Co.,Durango,CO,American-Style Amber Lager,1997,lager,104247,West,Colorado,Mountain
Silver,Killian's Irish Red,Coors Brewing Co.,Golden,CO,American-Style Amber Lager,1997,lager,104247,West,Colorado,Mountain
Bronze,Red Wolf,"Anheuser-Busch, Inc",Saint Louis,MO,American-Style Amber Lager,1997,lager,69686,North Central,Missouri,West North Central
Gold,Chihuahua Brown Ale,Jaxon's Restaurant & Brewing,El Paso,TX,American-Style Brown Ale,1997,ale,267339,South,Texas,West South Central
Silver,Naughty Monkey Brown Ale,Seabright Brewery,Santa Cruz,CA,American-Style Brown Ale,1997,ale,158693,West,California,Pacific
Gold,Ziegenbock,"Anheuser-Busch, Inc",Saint Louis,MO,American-Style Dark Lager,1997,lager,69686,North Central,Missouri,West North Central
Silver,Rushmore Bock,USA Cafe,Fort Worth,TX,American-Style Dark Lager,1997,lager,267339,South,Texas,West South Central
Bronze,Classic Amber,Barton Beers Ltd,Chicago,IL,American-Style Dark Lager,1997,lager,56400,North Central,Illinois,East North Central
Silver,Busch,"Anheuser-Busch, Inc",Saint Louis,MO,American-Style Lager,1997,lager,69686,North Central,Missouri,West North Central
Bronze,Old Milwaukee,Stroh Brewery Co. (The),Milwaukee,WI,American-Style Lager,1997,lager,56154,North Central,Wisconsin,East North Central
Gold,Lodgepole Light,Prescott Brewing Co.,Prescott,AZ,American-Style Lager / Ale Or Cream Ale,1997,ale,113909,West,Arizona,Mountain
Silver,Uncle Sam's Gold,USA Cafe,Fort Worth,TX,American-Style Lager / Ale Or Cream Ale,1997,ale,267339,South,Texas,West South Central
Gold,Old Milwaukee Light,Stroh Brewery Co. (The),Milwaukee,WI,American-Style Light Lager,1997,lager,56154,North Central,Wisconsin,East North Central
Silver,Southpaw Light,Miller Brewing Co.,Milwaukee,WI,American-Style Light Lager,1997,lager,56154,North Central,Wisconsin,East North Central
Bronze,Coors Light,Coors Brewing Co.,Golden,CO,American-Style Light Lager,1997,lager,104247,West,Colorado,Mountain
Silver,Anniversary Ale,Charlie And Jake's Brewery,Melbourne,FL,American-Style Pale Ale,1997,ale,58560,South,Florida,South Atlantic
Bronze,Main Street Pale Ale,Jump Cafe,Cincinnati,OH,American-Style Pale Ale,1997,ale,41222,North Central,Ohio,East North Central
Gold,Stroh's,Stroh Brewery Co. (The),Milwaukee,WI,American-Style Premium Lager,1997,lager,56154,North Central,Wisconsin,East North Central
Silver,Miller Genuine Draft,Miller Brewing Co.,Milwaukee,WI,American-Style Premium Lager,1997,lager,56154,North Central,Wisconsin,East North Central
Bronze,Schlitz Malt Liquor,Stroh Brewery Co. (The),Milwaukee,WI,American-Style Specialty Lager,1997,lager,56154,North Central,Wisconsin,East North Central
Gold,William Jones Wheat Beer,El Toro Brewing Co.,Morgan Hill,CA,American-Style Wheat Ale Or Lager,1997,ale,158693,West,California,Pacific
Bronze,Western Reserve American Wheat,Western Reserve Brewing,Cleveland,OH,American-Style Wheat Ale Or Lager,1997,ale,41222,North Central,Ohio,East North Central
Bronze,Old Foghorn Barley Wine,Anchor Brewing Co.,San Francisco,CA,Barley Wine,1997,other,158693,West,California,Pacific
Gold,Abbey Belgian Style Ale,New Belgium Brewing Co.,Fort Collins,CO,Belgian Style Ales,1997,ale,104247,West,Colorado,Mountain
Bronze,Mephistopheles' Metamorphosis,BrewWorks Restaurant,Covington,KY,Belgian Style Ales,1997,ale,40395,South,Kentucky,East South Central
Gold,Gueuze Lambic,Diamondback Brewing Co.,Cleveland,OH,Belgian Style Specialty Ales,1997,ale,41222,North Central,Ohio,East North Central
Silver,KAZ Lambic,Fremont Brewing Co.,Fremont,CA,Belgian Style Specialty Ales,1997,ale,158693,West,California,Pacific
Bronze,Saxer Spring Bock,Saxer Brewing Co.,Lake Oswego,OR,Bock,1997,bock,96981,West,Oregon,Pacific
Gold,Peck's Pilsener,Great Dane Pub & Brewing Co. (The),Madison,WI,Bohemian Style Pilsener,1997,pilsener,56154,North Central,Wisconsin,East North Central
Silver,Red Ass Pegasass Pilsener,Red Ass Brewing Co.,Fort Collins,CO,Bohemian Style Pilsener,1997,pilsener,104247,West,Colorado,Mountain
Silver,Ravensbrau Porter,Eel River Brewing Co.,Fortuna,CA,Brown Porter,1997,porter,158693,West,California,Pacific
Bronze,Black Gold Porter,Huntington Beach Beer Co.,Huntington Beach,CA,Brown Porter,1997,porter,158693,West,California,Pacific
Bronze,Denver Pale Ale,Great Divide Brewing Co.,Denver,CO,Classic English Style Pale Ale,1997,ale,104247,West,Colorado,Mountain
Gold,Chelsea Stout,Chelsea Brewery,New York,NY,Classic Irish-Style Dry Stout,1997,stout,49576,Northeast,New York,Middle Atlantic
Silver,Survivor Stout,San Andreas Brewing Co.,Hollister,CA,Classic Irish-Style Dry Stout,1997,stout,158693,West,California,Pacific
Silver,Butthead Bock,Tommyknocker Brewery,Idaho Springs,CO,Doppelbock,1997,bock,104247,West,Colorado,Mountain
Bronze,BBBC Wheat Bock,Back Bay Brewing Co.,Boston,MA,Doppelbock,1997,bock,8257,Northeast,Massachusetts,New England
Gold,Samuel Adams Double Bock,Boston Beer Co.,Boston,MA,Dopplebock,1997,bock,8257,Northeast,Massachusetts,New England
Gold,Dominion Lager,Old Dominion Brewing Co.,Ashburn,VA,Dortmunder / European Style Export,1997,other,40815,South,Virginia,South Atlantic
Silver,Ybor Gold,Ybor City Brewing Co.,Tampa,FL,Dortmunder / European Style Export,1997,other,58560,South,Florida,South Atlantic
Bronze,Berghoff Original Lager,Joseph Huber Brewing Co.,Monroe,WI,Dortmunder / European Style Export,1997,other,56154,North Central,Wisconsin,East North Central
Gold,Honkers Ale,Goose Island Beer Co.,Chicago,IL,English Style Bitter,1997,bitter,56400,North Central,Illinois,East North Central
Silver,Sweetwater Ale,Sweetwater Brewing Co.,Atlanta,GA,English Style Bitter,1997,bitter,58876,South,Georgia,South Atlantic
Bronze,Phillips Ave. Pale Ale,Sioux Falls Brewing Co.,Sioux Falls,SD,English Style Bitter,1997,bitter,77047,North Central,South Dakota,West North Central
Gold,Alcatraz Brown,Alcatraz Brewing Co,Indianapolis,IN,English Style Brown Ale,1997,ale,36291,North Central,Indiana,East North Central
Silver,Nut Brown Ale,Blackstone Restaurant,Nashville,TN,English Style Brown Ale,1997,ale,42244,South,Tennessee,East South Central
Gold,Hibernation Ale,Great Divide Brewing Co.,Denver,CO,English Style Old Ale / Strong Ale,1997,ale,104247,West,Colorado,Mountain
Bronze,Fort Point Olde Ale,Steelhead Brewing Co.,San Francisco,CA,English Style Old Ale / Strong Ale,1997,ale,158693,West,California,Pacific
Gold,Bay State ESB,Salem Beer Works,Salem,MA,English Style Strong Bitter,1997,bitter,8257,Northeast,Massachusetts,New England
Silver,Nigel's ESB,Steelhead Brewing Co.,Burlingame,CA,English Style Strong Bitter,1997,bitter,158693,West,California,Pacific
Bronze,Pike Pale,Pike Brewing Co.,Seattle,WA,English Style Strong Bitter,1997,bitter,68192,West,Washington,Pacific
Silver,Three Finger Jack Hefedunkel,Saxer Brewing Co.,Lake Oswego,OR,European Style Dark / Munchener Dunkel,1997,other,96981,West,Oregon,Pacific
Bronze,Garten Brau Dark,Capital Brewery Co. Inc,Middleton,WI,European Style Dark / Munchener Dunkel,1997,other,56154,North Central,Wisconsin,East North Central
Gold,Old Man Winter Stout,Overland Stage Stop Brewery,Longmont,CO,Foreign Style Stout,1997,stout,104247,West,Colorado,Mountain
Silver,Zonker Stout,Snake River Brewing Co.,Jackson,WY,Foreign Style Stout,1997,stout,97914,West,Wyoming,Mountain
Gold,Belgian Red,New Glarus Brewing Co.,New Glarus,WI,Fruit Beer,1997,fruit,56154,North Central,Wisconsin,East North Central
Silver,Black Cherry Stout,Main Street Brewery,Las Vegas,NV,Fruit Beer,1997,fruit,110540,West,Nevada,Mountain
Bronze,Apple Ale,New Glarus Brewing Co.,New Glarus,WI,Fruit Beer,1997,fruit,56154,North Central,Wisconsin,East North Central
Gold,Manchester Alt,John HarvardE2=80=99s Brew =House,Cambridge,MA,German Style Brown / Dusseldorf Style Altbier,1997,altbier,8257,Northeast,Massachusetts,New England
Silver,Alle Tage Altbier,McNeill's Brewery,Brattleboro,VT,German Style Brown / Dusseldorf Style Altbier,1997,altbier,9609,Northeast,Vermont,New England
Bronze,Nor'Easter Schwarzbier,North East Brewing Co. Inc,Framingham,MA,German Style Schwarzbier,1997,schwarzbier,8257,Northeast,Massachusetts,New England
Silver,Penn Hefe-Weizen,Pennsylvania Brewing Co.,Pittsburgh,PA,German Style Wheat Ale,1997,ale,45333,Northeast,Pennsylvania,Middle Atlantic
Gold,Midnight Star Signature Ale,Sioux Falls Brewing Co.,Sioux Falls,SD,Golden Ale / Canadian Style Ale,1997,ale,77047,North Central,South Dakota,West North Central
Silver,Korslyk Golden,Typhoon Brewery,New York,NY,Golden Ale / Canadian Style Ale,1997,ale,49576,Northeast,New York,Middle Atlantic
Bronze,Alaskan Pale Ale,Alaskan Brewing and Bottling Co.,Juneau,AK,Golden Ale / Canadian Style Ale,1997,ale,589757,West,Alaska,Pacific
Bronze,Hempen Ale,Frederick Brewing Co.,Frederick,MD,Herb / Spice Beers,1997,flavored,10577,South,Maryland,South Atlantic
Silver,John Wayne Imperial Stout,Newport Beach Brewing Co.,Newport Beach,CA,Imperial Stout,1997,stout,158693,West,California,Pacific
Bronze,Imperial Stout,Moylan's Brewing Co.,Novato,CA,Imperial Stout,1997,stout,158693,West,California,Pacific
Gold,India Pale Ale,Marin Brewing Co.,Larkspur,CA,India Pale Ale,1997,ale,158693,West,California,Pacific
Bronze,Back Bay IPA,Slesar Bros. Brewing Co.,Boston,MA,India Pale Ale,1997,ale,8257,Northeast,Massachusetts,New England
Gold,Skinny Atlas Light,Empire Brewing Co.,North Syracuse,NY,Kolsch,1997,other,49576,Northeast,New York,Middle Atlantic
Bronze,Aspen Vista Golden Ale,Wolf Canyon Brewing Co.,Santa Fe,NM,Kolsch,1997,other,121666,West,New Mexico,Mountain
Gold,Samuel Adams Octoberfest,Boston Beer Co.,Boston,MA,Marzen / Oktoberfeset,1997,other,8257,Northeast,Massachusetts,New England
Silver,Thomas Kemper Oktoberfest,Thomas Kemper Brewery,Seattle,WA,Marzen / Oktoberfeset,1997,other,68192,West,Washington,Pacific
Gold,Lodgestone Lager,Iron Hill Brewery & Restaurant,Wilmington,DE,Munchener Helles,1997,other,2057,South,Delaware,South Atlantic
Silver,Meridian Street Lager,Oaken Barrel Brewing Co.,Greenwood,IN,Munchener Helles,1997,other,36291,North Central,Indiana,East North Central
Bronze,BrewMecca Munich Helles,BrewWorks Restaurant,Covington,KY,Munchener Helles,1997,other,40395,South,Kentucky,East South Central
Bronze,Amber O'Doul's,"Anheuser-Busch, Inc",Saint Louis,MO,Nonalcoholic Malt Beverages,1997,other,69686,North Central,Missouri,West North Central
Gold,Farmer Jon's Oatmeal Stout,Heartland Brewing Co.,New York,NY,Oatmeal Stout,1997,stout,49576,Northeast,New York,Middle Atlantic
Gold,Samuel Adams Triple Bock,Boston Beer Co.,Boston,MA,Other Strong Ales,1997,ale,8257,Northeast,Massachusetts,New England
Bronze,Dremo Tibetan Sasquatch,Bardo Rodeo,Arlington,VA,Other Strong Ales,1997,ale,40815,South,Virginia,South Atlantic
Silver,Atwater Pilsener,Atwater Block Brewing Co.,Detroit,MI,Pilsener,1997,pilsener,58216,North Central,Michigan,East North Central
Bronze,Bavarian Pilsener,Bavarian Brewing Co. Ltd,Culver City,CA,Pilsener,1997,pilsener,158693,West,California,Pacific
Gold,Cool Mule Porter,Crooked River Brewing Co.,Cleveland,OH,Robust Porter,1997,porter,41222,North Central,Ohio,East North Central
Silver,Porter,Russian River Brewing Co.,Santa Rosa,CA,Robust Porter,1997,porter,158693,West,California,Pacific
Silver,Alaskan Smoked Porter,Alaskan Brewing and Bottling Co.,Juneau,AK,Smoke Flavored Beers,1997,flavored,589757,West,Alaska,Pacific
Bronze,J.T.'s Smokin Ale,J.T. Whitneys Pub & Brewery,Madison,WI,Smoke Flavored Beers,1997,flavored,56154,North Central,Wisconsin,East North Central
Gold,Boundary Waters Wild Rice,James Page Brewing Co.,Stevens Point,WI,Specialty,1997,other,56154,North Central,Wisconsin,East North Central
Silver,RedHook Double Black Coffee Stout,Redhook Ale Brewery,Woodinville,WA,Specialty,1997,other,68192,West,Washington,Pacific
Gold,Killian's Irish Honey,Coors Brewing Co.,Golden,CO,Specialty Honey Ales Or Lager,1997,ale,104247,West,Colorado,Mountain
Silver,Fall Fest Honey Rye Ale,Copper Tank Brewing Co.,Dallas,TX,Specialty Honey Ales Or Lagers,1997,ale,267339,South,Texas,West South Central
Bronze,Palmetto Pale Ale,Breakers Restaurant & Brewpub,Port Charlotte,FL,Specialty Honey Ales Or Lagers,1997,ale,58560,South,Florida,South Atlantic
Gold,Smoked Scotch Ale,Westwood Brewing Co.,Los Angeles,CA,Strong Scotch Ale,1997,ale,158693,West,California,Pacific
Silver,The Finn's Wee Heavy,Mickey Finn's Brewery,Libertyville,IL,Strong Scotch Ale,1997,ale,56400,North Central,Illinois,East North Central
Gold,Hammerhead Stout,Breakers Restaurant & Brewpub,Port Charlotte,FL,Sweet Stout,1997,stout,58560,South,Florida,South Atlantic
Silver,Grainbarrel Stout,Elk Grove Brewery and Restaurant,Elk Grove,CA,Sweet Stout,1997,stout,158693,West,California,Pacific
Silver,CopperTank Vienna Lager,Copper Tank Brewing Co.,Dallas,TX,Vienna Style Lager,1997,lager,267339,South,Texas,West South Central
Bronze,Devil's Lake Red Lager,Great Dane Pub & Brewing Co. (The),Madison,WI,Vienna Style Lager,1997,lager,56154,North Central,Wisconsin,East North Central
Gold,Coyote Amber Lager,Seagram Beverages,New York,NY,Amber Lager,1996,lager,49576,Northeast,New York,Middle Atlantic
Silver,Killian's Red,Coors Brewing Co.,Golden,CO,Amber Lager,1996,lager,104247,West,Colorado,Mountain
Bronze,Augsburger Red,Augsburger Brewing Co.,Detroit,MI,Amber Lager,1996,lager,58216,North Central,Michigan,East North Central
Silver,Angel Creek Amber Ale,Ruby Mountain Brewing Co. Inc,Wells,NV,American Amber Ale,1996,ale,110540,West,Nevada,Mountain
Bronze,Alaskan Frontier,Alaskan Brewing and Bottling Co.,Juneau,AK,American Amber Ale,1996,ale,589757,West,Alaska,Pacific
Silver,Tenderfoot Brown Ale,Il Vicino Brewing Co.,Albuquerque,NM,American Brown Ale,1996,ale,121666,West,New Mexico,Mountain
Bronze,Buffalo Ale,Hoffbrau Steaks Brewery,Dallas,TX,American Brown Ale,1996,ale,267339,South,Texas,West South Central
Silver,Pabst Blue Ribbon,Pabst Brewing Co.,San Antonio,TX,American Lager,1996,lager,267339,South,Texas,West South Central
Silver,Scrimshaw Beer,North Coast Brewing Co. Inc,Ft. Bragg,CA,American Lager / Ale / Cream Ale,1996,ale,158693,West,California,Pacific
Bronze,Lodgepole Light,Prescott Brewing Co.,Prescott,AZ,American Lager / Ale / Cream Ale,1996,ale,113909,West,Arizona,Mountain
Silver,Coors Light,Coors Brewing Co.,Golden,CO,American Light Lager,1996,lager,104247,West,Colorado,Mountain
Bronze,Bud Light,"Anheuser-Busch, Inc",Saint Louis,MO,American Light Lager,1996,lager,69686,North Central,Missouri,West North Central
Gold,Mt. Whitney,Butterfield Brewing Co.,Fresno,CA,American Pale Ale,1996,ale,158693,West,California,Pacific
Silver,Snake River Pale Ale,Snake River Brewing Co.,Jackson,WY,American Pale Ale,1996,ale,97914,West,Wyoming,Mountain
Silver,Mickey's Malt Liquor,G. Heileman Brewing Co.,San Antonio,TX,American Specialty Lager,1996,lager,267339,South,Texas,West South Central
Bronze,Eagle Malt Liquor,Evansville Brewing Co.,Evansville,IN,American Specialty Lager,1996,lager,36291,North Central,Indiana,East North Central
Gold,Happy Valley Hefeweizen,Desert Edge Brewery,Salt Lake City,UT,American Wheat Ale Or Lager,1996,ale,84916,West,Utah,Mountain
Silver,New World Wheat,Redwood Coast Brewing Co.,Santa Cruz,CA,American Wheat Ale Or Lager,1996,ale,158693,West,California,Pacific
Bronze,Stoddards Kristall Weizen,Stoddard's Brewhouse & Eatery,Sunnyvale,CA,American Wheat Ale Or Lager,1996,ale,158693,West,California,Pacific
Silver,Centurion Barleywine Ale,Golden City Brewery,Golden,CO,Barley Wine,1996,other,104247,West,Colorado,Mountain
Bronze,Old Weasel Barleywine,Steelhead Brewery & Cafe,Burlingame,CA,Barley Wine,1996,other,158693,West,California,Pacific
Silver,Blue Moon Honey Blonde,Blue Moon Brewing Co.,Golden,CO,Belgian Style Ale,1996,ale,104247,West,Colorado,Mountain
Bronze,Celis Grand Cru,Celis Brewery Inc,Austin,TX,Belgian Style Ale,1996,ale,267339,South,Texas,West South Central
Gold,Little Red Raspberry,Wynkoop Brewing Co.,Denver,CO,Belgian Style Specialty Ales,1996,ale,104247,West,Colorado,Mountain
Silver,Red Rock White,Red Rock Brewing Co.,Salt Lake City,UT,Belgian Style Specialty Ales,1996,ale,84916,West,Utah,Mountain
Bronze,Overland White,Overland Stage Stop Brewery,Longmont,CO,Belgian Style Specialty Ales,1996,ale,104247,West,Colorado,Mountain
Gold,Jack Frost Doppelbock,Saxer Brewing Co.,Lake Oswego,OR,Bock,1996,bock,96981,West,Oregon,Pacific
Bronze,Samuel Adams Double Bock,Boston Beer Co.,Boulder,CO,Bock,1996,bock,104247,West,Colorado,Mountain
Silver,Total Disorder Porter,C.B. & Potts/Big Horn Brewing,Seattle,WA,Brown Porter,1996,porter,68192,West,Washington,Pacific
Bronze,St. Charles Porter,Blackstone Restaurant,Nashville,TN,Brown Porter,1996,porter,42244,South,Tennessee,East South Central
Silver,Custer's Last Ale,Snake River Brewing Co.,Jackson,WY,Classic English Style Pale Ale,1996,ale,97914,West,Wyoming,Mountain
Gold,Latrobe Bavarian Black,Latrobe Brewing Co.,Latrobe,PA,Dark Lager,1996,lager,45333,Northeast,Pennsylvania,Middle Atlantic
Bronze,Thomas Kemper Bohemian Dumkel,Thomas Kemper Brewery,Seattle,WA,Dark Lager,1996,lager,68192,West,Washington,Pacific
Silver,Mambe Stout,Mile High Brewing Co.,Denver,CO,Dry Stouts,1996,stout,104247,West,Colorado,Mountain
Bronze,Heart Of Darkness XXX Stout,Twenty Tank Brewery,San Francisco,CA,Dry Stouts,1996,stout,158693,West,California,Pacific
